"NE Name","Slot ID","Board Name","Port","Input Power(dBm)","Reference Input Power(dBm)","Input Power Reference Value Time","Input Power State","Reference Input Power Lower Threshold(dBm)","Reference Input Power Upper Threshold(dBm)","Input Power Lower Threshold(dBm)","Min. Value of Input Power Lower Threshold(dBm)","Max. Value of Input Power Lower Threshold(dBm)","Input Power Upper Threshold(dBm)","Min. Value of Input Power Upper Threshold(dBm)","Max. Value of Input Power Upper Threshold(dBm)","Max. Pump Output Power(dBm)","Min. Pump Output Power(dBm)","Output Power(dBm)","Reference Output Power(dBm)","Output Power Reference Value Time","Output Power State","Output Power Lower Threshold(dBm)","Output Power Upper Threshold(dBm)","Reference Output Power Lower Threshold(dBm)","Reference Output Power Upper Threshold(dBm)","Input Power Lower Threshold Default Value(dBm)","Input Power Upper Threshold Default Value(dBm)","CFP/LANE Input Power Lower Threshold Default Value(dBm)","CFP/LANE Input Power Upper Threshold Default Value(dBm)"
LONG-WDM-RS02 ETN,Shelf0(subrack)-1,U5N401,1(IN1/OUT1 (A SFERNANDO VIA RED BIGBANG)),"	-60.0","	-9.9",2020-09-04 16:32:29,Critical Alert,"	-12.9","	-4.9","	-16.0","	-28.0",0.0,"	-2.0","	-28.0",0.0,-,-,"	-2.6",/,/,/,"	-6.0",0.0,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-1,U5N401,1(IN1/OUT1 (A SFERNANDO VIA RED BIGBANG))-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,1(IN1/OUT1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,2(IN2/OUT2),"	-60.0",/,/,/,/,/,"	-20.0",/,/,"	-4.0",/,/,-,-,"	-6.3",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,3(IN3/OUT3),"	-60.0",/,/,/,/,/,"	-20.0",/,/,"	-4.0",/,/,-,-,"	-6.1",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,4(IN4/OUT4),"	-60.0",/,/,/,/,/,"	-20.0",/,/,"	-4.0",/,/,-,-,"	-6.1",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,5(IN5/OUT5),"	-60.0",/,/,/,/,/,"	-20.0",/,/,"	-4.0",/,/,-,-,"	-6.1",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,6(IN6/OUT6),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,7(IN7/OUT7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,8(IN8/OUT8),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,9(IN9/OUT9),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,10(IN10/OUT10),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,11(IN11/OUT11),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,12(IN12/OUT12),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-10,U5N401,1(IN1/OUT1 (TO CDLV)),"	-60.0","	-9.6",2020-09-04 16:32:29,Critical Alert,"	-12.6","	-4.6","	-16.0","	-28.0",0.0,"	-2.0","	-28.0",0.0,-,-,"	-2.8",/,/,/,"	-6.0",0.0,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-10,U5N401,1(IN1/OUT1 (TO CDLV))-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,2(IN2/OUT2),"	-60.0",/,/,/,/,/,"	-20.0",/,/,"	-4.0",/,/,-,-,"	-6.1",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,3(IN3/OUT3),"	-60.0",/,/,/,/,/,"	-20.0",/,/,"	-4.0",/,/,-,-,"	-6.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,4(IN4/OUT4),"	-60.0",/,/,/,/,/,"	-20.0",/,/,"	-4.0",/,/,-,-,"	-6.3",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,5(IN5/OUT5),"	-60.0",/,/,/,/,/,"	-20.0",/,/,"	-4.0",/,/,-,-,"	-6.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,6(IN6/OUT6),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,7(IN7/OUT7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,8(IN8/OUT8),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,9(IN9/OUT9),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,10(IN10/OUT10),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-12,U5N401,1(IN1/OUT1 (TO RANG)),"	-11.3","	-9.4",2020-09-04 16:32:29,Normal,"	-12.4","	-4.4","	-16.0","	-28.0",0.0,"	-2.0","	-28.0",0.0,-,-,"	-2.6",/,/,/,"	-6.0",0.0,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-12,U5N401,1(IN1/OUT1 (TO RANG))-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,1(IN1/OUT1 PB PE RAN SAN FERNANDO - P2 CORE LONGOVILO TE 0/0/016),"	-5.8","	-5.8",2022-07-01 01:06:30,Normal,"	-8.8","	-0.8","	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.6",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,2(IN2/OUT2 PB1 PE RAN REQUINOA P2-CORE-LONGOVILO TE0/0/0/1),"	-7.3","	-7.3",2022-07-01 01:06:30,Normal,"	-10.3","	-2.3","	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.6",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,3(IN3/OUT3 PB2 PE RAN REQUINOA P2-CORE-LONGOVILO TE0/0/0/2),"	-6.7","	-6.7",2022-07-01 01:06:30,Normal,"	-9.7","	-1.7","	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.7",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,4(IN4/OUT4),"	-60.0",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.4",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,5(IN5/OUT5),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,6(IN6/OUT6),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,7(IN7/OUT7 RESERVA PB OLT SAN FERNANDO),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,8(IN8/OUT8 RESERVA PB OLT MELIPILLA),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,9(IN9/OUT9),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,10(IN10/OUT10),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,11(IN11/OUT11),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,12(IN12/OUT12),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,1(IN1/OUT1 PB PE RAN GRANEROS CENTRO),"	-6.7",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.5",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,2(IN2/OUT2 PB PE RAN BARI P2 CORE LONGOVILO TE 0/0/0/15),"	-8.0",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.7",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,3(IN3/OUT3),"	-60.0",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.8",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,4(IN4/OUT4 PB PE RAN RENGO  P2 CORE LONGOVILO TE 0/0/0/14),"	-7.1",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.4",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,5(IN5/OUT5),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,6(IN6/OUT6),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,7(IN7/OUT7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,8(IN8/OUT8),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,9(IN9/OUT9),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,10(IN10/OUT10),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,11(IN11/OUT11),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONG-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,12(IN12/OUT12),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-1,U5N401,1(IN1/OUT1 (TO RANG)),/,"	-12.0",2020-09-04 16:32:29,/,"	-15.0","	-7.0",/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-1,U5N401,1(IN1/OUT1 (TO RANG))-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,1(IN1/OUT1),"	-60.0",/,/,/,/,/,"	-20.0",/,/,"	-4.0",/,/,-,-,"	-6.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,2(IN2/OUT2),"	-60.0",/,/,/,/,/,"	-20.0",/,/,"	-4.0",/,/,-,-,"	-6.1",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,3(IN3/OUT3),"	-60.0",/,/,/,/,/,"	-20.0",/,/,"	-4.0",/,/,-,-,"	-6.4",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,4(IN4/OUT4),"	-60.0",/,/,/,/,/,"	-20.0",/,/,"	-4.0",/,/,-,-,"	-6.2",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,5(IN5/OUT5),"	-60.0",/,/,/,/,/,"	-20.0",/,/,"	-4.0",/,/,-,-,"	-6.1",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,6(IN6/OUT6),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,7(IN7/OUT7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,8(IN8/OUT8),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,9(IN9/OUT9),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,10(IN10/OUT10),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,11(IN11/OUT11),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,12(IN12/OUT12),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,1(IN1/OUT1),"	-60.0",/,/,/,/,/,"	-20.0",/,/,"	-4.0",/,/,-,-,"	-6.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,2(IN2/OUT2),"	-60.0",/,/,/,/,/,"	-20.0",/,/,"	-4.0",/,/,-,-,"	-6.2",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,3(IN3/OUT3),"	-60.0",/,/,/,/,/,"	-20.0",/,/,"	-4.0",/,/,-,-,"	-6.2",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,4(IN4/OUT4),"	-60.0",/,/,/,/,/,"	-20.0",/,/,"	-4.0",/,/,-,-,"	-6.2",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,5(IN5/OUT5),"	-60.0",/,/,/,/,/,"	-20.0",/,/,"	-4.0",/,/,-,-,"	-5.9",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,6(IN6/OUT6),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,7(IN7/OUT7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,8(IN8/OUT8),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,9(IN9/OUT9),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,10(IN10/OUT10),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,11(IN11/OUT11),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,12(IN12/OUT12),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-12,U5N401,1(IN1/OUT1 (A LONGOVILO VIA RED BIGBANG)),"	-8.8","	-6.1",2020-09-04 16:32:29,Warning Alert,"	-9.1","	-1.1","	-16.0","	-28.0",0.0,"	-2.0","	-28.0",0.0,-,-,"	-2.4",/,/,/,"	-6.0",0.0,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-12,U5N401,1(IN1/OUT1 (A LONGOVILO VIA RED BIGBANG))-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,1(IN1/OUT1 PA PE-RAN-8KM14-SAN-FERNANDO TE 0/1/0),"	-6.3",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.4",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,2(IN2/OUT2 PB PE RAN BARI A OSN1800 SFDO-WDM-R02 S2 ELOM RX1/TX1),"	-7.9",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.0",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,3(IN3/OUT3 PA2 PE RAN ACOLORADO  A OSN1800 SFDO-WDM-R03 S1 RX2/TX2),"	-6.6",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.1",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,4(IN4/OUT4 PB PE RAN RENGO A OSN1800 SFDO-WDM-R02 S4 RX1/TX1),"	-6.3",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.5",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,5(IN5/OUT5 1800 A REQUINOA),"	-6.1",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.6",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,6(IN6/OUT6),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,7(IN7/OUT7 RESERVA PA OLT SAN FERNANDO),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,8(IN8/OUT8),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,9(IN9/OUT9),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,10(IN10/OUT10),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,11(IN11/OUT11),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,12(IN12/OUT12),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,1(IN1/OUT1 PB PE-RAN-8KM14-SAN-FERNANDO 0/2/0),"	-6.6",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.6",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,2(IN2/OUT2 PB1 PE RAN 8KM14 REQUINOA A 1800 SFDO-WDM-R02B S2 P1),"	-6.9",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.5",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,3(IN3/OUT3 PB2 PE RAN 8KM14 REQUINOA A 1800 SFDO-WDM-R02B S2 P2),"	-6.5",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.5",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,4(IN4/OUT4),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,5(IN5/OUT5),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,6(IN6/OUT6),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,7(IN7/OUT7 RESERVA PB OLT SAN FERNANDO),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,8(IN8/OUT8),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,9(IN9/OUT9),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,10(IN10/OUT10),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,11(IN11/OUT11),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
SFDO-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,12(IN12/OUT12),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
RGUA-WDM-RS02 OTN,Shelf0(A BUIN)-3,12M40,1(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,"	-7.2",/,/,/,-,-,-,-,-,-,-,-
RGUA-WDM-RS02 OTN,Shelf0(A BUIN)-5,13OAU1,1(IN),"	-16.0",/,/,/,/,/,"	-24.0","	-60.0",0.0,7.0,"	-60.0",7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RGUA-WDM-RS02 OTN,Shelf0(A BUIN)-5,13OAU1,2(PAOUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,"	-3.8",/,/,/,-,-,-,-,-,-,-,-
RGUA-WDM-RS02 OTN,Shelf0(A BUIN)-5,13OAU1,3(BAIN),"	-8.4",/,/,/,-,-,"	-32.0","	-60.0",0.0,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RGUA-WDM-RS02 OTN,Shelf0(A BUIN)-5,13OAU1,4(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.5,/,/,/,-,-,-,-,-,-,-,-
RGUA-WDM-RS02 OTN,Shelf0(A BUIN)-6,15WSMD9,1(IN/OUT),2.1,/,/,/,/,/,"	-25.0",-,-,24.0,-,-,-,-,"	-15.8",/,/,/,-,-,-,-,-,-,-,-
RGUA-WDM-RS02 OTN,Shelf0(A BUIN)-10,11AST2,1(BUIN),"	-26.8","	-19.3",2020-08-26 12:14:39,Critical Alert,"	-22.3","	-14.3","	-35.2","	-39.2","	-9.0","	-10.0","	-39.2","	-9.0",-,-,0.6,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
RGUA-WDM-RS02 OTN,Shelf0(A BUIN)-10,11AST2,2(RM2/TM2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
RGUA-WDM-RS02 OTN,Shelf0(A BUIN)-14,13OAU1,1(IN),"	-20.0",/,/,/,/,/,"	-24.0","	-60.0",0.0,7.0,"	-60.0",7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RGUA-WDM-RS02 OTN,Shelf0(A BUIN)-14,13OAU1,2(PAOUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,"	-7.8",/,/,/,-,-,-,-,-,-,-,-
RGUA-WDM-RS02 OTN,Shelf0(A BUIN)-14,13OAU1,3(BAIN),"	-11.1",/,/,/,-,-,"	-32.0","	-60.0",0.0,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-
