"NE Name","Slot ID","Board Name","Port","Input Power(dBm)","Reference Input Power(dBm)","Input Power Reference Value Time","Input Power State","Reference Input Power Lower Threshold(dBm)","Reference Input Power Upper Threshold(dBm)","Input Power Lower Threshold(dBm)","Min. Value of Input Power Lower Threshold(dBm)","Max. Value of Input Power Lower Threshold(dBm)","Input Power Upper Threshold(dBm)","Min. Value of Input Power Upper Threshold(dBm)","Max. Value of Input Power Upper Threshold(dBm)","Max. Pump Output Power(dBm)","Min. Pump Output Power(dBm)","Output Power(dBm)","Reference Output Power(dBm)","Output Power Reference Value Time","Output Power State","Output Power Lower Threshold(dBm)","Output Power Upper Threshold(dBm)","Reference Output Power Lower Threshold(dBm)","Reference Output Power Upper Threshold(dBm)","Input Power Lower Threshold Default Value(dBm)","Input Power Upper Threshold Default Value(dBm)","CFP/LANE Input Power Lower Threshold Default Value(dBm)","CFP/LANE Input Power Upper Threshold Default Value(dBm)"
RGUA-WDM-RS02 OTN,Shelf0(A BUIN)-14,13OAU1,4(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,/,/,/,-,-,-,-,-,-,-,-
RGUA-WDM-RS02 OTN,Shelf0(A BUIN)-15,12D40,1(IN),"	-8.7",/,/,/,/,/,"	-25.0",-,-,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-1,U5N401,1(IN1/OUT1 (TO LONG)),"	-9.3","	-9.3",2020-09-04 16:32:29,Normal,"	-12.6","	-4.6","	-16.0","	-28.0",0.0,"	-2.0","	-28.0",0.0,-,-,"	-2.4",/,/,/,"	-6.0",0.0,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-1,U5N401,1(IN1/OUT1 (TO LONG))-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,1(IN1/OUT1),"	-60.0",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-60.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,2(IN2/OUT2),"	-60.0",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-60.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,3(IN3/OUT3),"	-60.0",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-60.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,4(IN4/OUT4),"	-60.0",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-60.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,5(IN5/OUT5),"	-60.0",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-60.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,6(IN6/OUT6),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,7(IN7/OUT7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,8(IN8/OUT8),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,9(IN9/OUT9),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,10(IN10/OUT10),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,11(IN11/OUT11),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,12(IN12/OUT12),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,1(IN1/OUT1),"	-60.0",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-60.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,2(IN2/OUT2),"	-60.0",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-60.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,3(IN3/OUT3),"	-60.0",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-60.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,4(IN4/OUT4),"	-60.0",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-60.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,5(IN5/OUT5),"	-60.0",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-60.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,6(IN6/OUT6),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,7(IN7/OUT7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,8(IN8/OUT8),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,9(IN9/OUT9),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,10(IN10/OUT10),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,11(IN11/OUT11),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,12(IN12/OUT12),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-12,U5N401,1(IN1/OUT1 (TO CNT)),"	-6.2","	-6.8",2020-09-04 16:32:29,Normal,"	-9.8","	-1.8","	-16.0","	-28.0",0.0,"	-2.0","	-28.0",0.0,-,-,"	-2.5",/,/,/,"	-6.0",0.0,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-12,U5N401,1(IN1/OUT1 (TO CNT))-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,1(IN1/OUT1 PRUEBA),"	-60.0",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.3",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,2(IN2/OUT2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,3(IN3/OUT3),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,4(IN4/OUT4),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,5(IN5/OUT5),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,6(IN6/OUT6),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,7(IN7/OUT7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,8(IN8/OUT8),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,9(IN9/OUT9),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,10(IN10/OUT10),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,11(IN11/OUT11),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,12(IN12/OUT12),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,1(IN1/OUT1 PB PE RAN BUIN - P2 CORE CDLV TE 0/6/0/4),"	-7.4",/,/,/,/,/,"	-12.6","	-16.6",0.5,"	-0.5","	-16.6",0.5,-,-,"	-3.5",/,/,/,"	-9.2",1.5,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,2(IN2/OUT2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,3(IN3/OUT3),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,4(IN4/OUT4),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,5(IN5/OUT5),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,6(IN6/OUT6),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,7(IN7/OUT7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,8(IN8/OUT8),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,9(IN9/OUT9),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,10(IN10/OUT10),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,11(IN11/OUT11),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CDLV-WDM-RS02 ETN,Shelf0(subrack)-23,G1A212,12(IN12/OUT12),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CNT-WDM-RS02 OTN,Shelf0(A BUIN)-3,12M40,1(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,"	-4.7",/,/,/,-,-,-,-,-,-,-,-
CNT-WDM-RS02 OTN,Shelf0(A BUIN)-5,13OAU1,1(IN),"	-11.9",/,/,/,/,/,"	-24.0","	-60.0",0.0,7.0,"	-60.0",7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CNT-WDM-RS02 OTN,Shelf0(A BUIN)-5,13OAU1,2(PAOUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,/,/,/,-,-,-,-,-,-,-,-
CNT-WDM-RS02 OTN,Shelf0(A BUIN)-5,13OAU1,3(BAIN),"	-2.4",/,/,/,-,-,"	-32.0","	-60.0",0.0,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CNT-WDM-RS02 OTN,Shelf0(A BUIN)-5,13OAU1,4(OUT Tx a Buin),-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.2,/,/,/,-,-,-,-,-,-,-,-
CNT-WDM-RS02 OTN,Shelf0(A BUIN)-6,15WSMD9,1(IN/OUT),6.5,/,/,/,/,/,"	-25.0",-,-,24.0,-,-,-,-,"	-11.9",/,/,/,-,-,-,-,-,-,-,-
CNT-WDM-RS02 OTN,Shelf0(A BUIN)-10,11AST2,1(RM1/TM1 (TO BUIN)),"	-15.6","	-13.3",2020-08-26 12:25:51,Warning Alert,"	-16.3","	-8.3","	-35.2","	-39.2","	-9.0","	-10.0","	-39.2","	-9.0",-,-,0.5,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
CNT-WDM-RS02 OTN,Shelf0(A BUIN)-10,11AST2,2(RM2/TM2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CNT-WDM-RS02 OTN,Shelf0(A BUIN)-14,13OAU1,1(IN Rx),"	-11.4",/,/,/,/,/,"	-24.0","	-60.0",0.0,7.0,"	-60.0",7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CNT-WDM-RS02 OTN,Shelf0(A BUIN)-14,13OAU1,2(PAOUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,/,/,/,-,-,-,-,-,-,-,-
CNT-WDM-RS02 OTN,Shelf0(A BUIN)-14,13OAU1,3(BAIN),"	-6.2",/,/,/,-,-,"	-32.0","	-60.0",0.0,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CNT-WDM-RS02 OTN,Shelf0(A BUIN)-14,13OAU1,4(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.8,/,/,/,-,-,-,-,-,-,-,-
CNT-WDM-RS02 OTN,Shelf0(A BUIN)-15,12D40,1(IN),"	-4.3",/,/,/,/,/,"	-25.0",-,-,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-1,U5N401,1(IN1/OUT1 (TO CDLV)),"	-8.2","	-8.4",2020-09-04 16:32:29,Normal,"	-11.4","	-3.4","	-16.0","	-28.0",0.0,"	-2.0","	-28.0",0.0,-,-,"	-2.4",/,/,/,"	-6.0",0.0,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-1,U5N401,1(IN1/OUT1 (TO CDLV))-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,1(IN1/OUT1 LOOP FISICO),"	-5.3",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,2(IN2/OUT2),"	-60.0",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.3",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,3(IN3/OUT3),"	-60.0",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.5",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,4(IN4/OUT4),"	-60.0",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.2",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,5(IN5/OUT5),"	-60.0",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.4",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,6(IN6/OUT6),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,7(IN7/OUT7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,8(IN8/OUT8),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,9(IN9/OUT9),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,10(IN10/OUT10),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,11(IN11/OUT11),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-2,G1A212,12(IN12/OUT12),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-3,S7N402,1(IN1/OUT1 A CNT-8800-T16 RACK 2 MUX/DEMUX ID:3 BIGBANG),"	-4.3","	-5.8",2022-05-06 04:01:35,Normal,"	-8.8","	-0.8","	-16.0","	-28.0",0.0,"	-2.0","	-28.0",0.0,-,-,"	-2.4",/,/,/,"	-6.0",0.0,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-3,S7N402,2(IN2/OUT2),/,/,/,/,/,/,/,"	-28.0",0.0,/,"	-28.0",0.0,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-10,S7N402,1(IN1/OUT1 A CNT-WDM-RS02 OTN MUX/DEMUX),"	-11.2","	-11.3",2022-05-06 02:08:39,Normal,"	-14.3","	-6.3","	-16.0","	-28.0",0.0,"	-2.0","	-28.0",0.0,-,-,"	-2.5",/,/,/,"	-6.0",0.0,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-10,S7N402,2(IN2/OUT2),/,/,/,/,/,/,/,"	-28.0",0.0,/,"	-28.0",0.0,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,1(IN1/OUT1 PA1 PE RAN BUIN P1 CORE CNT GE 0/2/1/3),"	-6.4",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.1",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,2(IN2/OUT2 PA2 PE RAN BUIN P1 CORE CNT GE 0/4/2/6),"	-7.4",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.5",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,3(IN3/OUT3 PA3 PE RAN BUIN P1 CORE CNT GE 0/0/3/6),"	-6.8",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,4(IN4/OUT4 PA4 PE RAN BUIN P1 CORE CNT GE 0/0/3/7),"	-7.3",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.1",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,5(IN5/OUT5 PA5 PE RAN BUIN P1 CORE CNT GE 0/6/1/2),"	-6.9",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-5.9",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,6(IN6/OUT6 PA6 PE RAN BUIN P1 CORE CNT GE 0/6/1/3),"	-7.6",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-5.4",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,7(IN7/OUT7 PA7 PE RAN BUIN P1 CORE CNT GE 0/2/4/6),"	-7.2",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.3",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,8(IN8/OUT8 PA8 PE RAN BUIN P1 CORE CNT GE 0/2/4/7),"	-6.5",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.2",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,9(IN9/OUT9),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,10(IN10/OUT10),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,11(IN11/OUT11),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-11,G1A212,12(IN12/OUT12),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-12,U5N401,1(IN1/OUT1 (TO BUIN)),"	-13.2",/,/,/,/,/,"	-16.0","	-28.0",0.0,"	-2.0","	-28.0",0.0,-,-,"	-2.6",/,/,/,"	-6.0",0.0,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-12,U5N401,1(IN1/OUT1 (TO BUIN))-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,1(IN1/OUT1 LOOP),"	-4.0",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.4",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,2(IN2/OUT2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,3(IN3/OUT3),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,4(IN4/OUT4),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,5(IN5/OUT5),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,6(IN6/OUT6),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,7(IN7/OUT7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,8(IN8/OUT8),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,9(IN9/OUT9),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,10(IN10/OUT10),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,11(IN11/OUT11),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-14,G1A212,12(IN12/OUT12),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-16,G1T212,1(RX1/TX1 PB1 OLT BUIN-1),"	-6.3",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.6",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-16,G1T212,2(RX2/TX2 PB2 OLT BUIN-1),"	-6.2",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.4",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
CNT-WDM-RS02 ETN,Shelf0(subrack)-16,G1T212,3(RX3/TX3 PB1 OLT BUIN-2),"	-60.0",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.4",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
