"NE Name","Slot ID","Board Name","Port","Input Power(dBm)","Reference Input Power(dBm)","Input Power Reference Value Time","Input Power State","Reference Input Power Lower Threshold(dBm)","Reference Input Power Upper Threshold(dBm)","Input Power Lower Threshold(dBm)","Min. Value of Input Power Lower Threshold(dBm)","Max. Value of Input Power Lower Threshold(dBm)","Input Power Upper Threshold(dBm)","Min. Value of Input Power Upper Threshold(dBm)","Max. Value of Input Power Upper Threshold(dBm)","Max. Pump Output Power(dBm)","Min. Pump Output Power(dBm)","Output Power(dBm)","Reference Output Power(dBm)","Output Power Reference Value Time","Output Power State","Output Power Lower Threshold(dBm)","Output Power Upper Threshold(dBm)","Reference Output Power Lower Threshold(dBm)","Reference Output Power Upper Threshold(dBm)","Input Power Lower Threshold Default Value(dBm)","Input Power Upper Threshold Default Value(dBm)","CFP/LANE Input Power Lower Threshold Default Value(dBm)","CFP/LANE Input Power Upper Threshold Default Value(dBm)"
RECREO-WDM-CM03 ETN1,Shelf0(subrack)-13,59NS4,1(IN/OUT HACIA ACHUPALLAS VIA AGUA SANTA PCS)-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RECREO-WDM-CM03 ETN1,Shelf0(subrack)-15,17LTX,1(IN1/OUT1 HACIA VILLA ALEMANA VIA LAS VEGAS),"	-10.5",/,/,/,/,/,"	-16.0","	-21.0","	-2.0","	-2.0","	-21.0","	-2.0",-,-,"	-2.7",/,/,/,"	-6.0",0.0,-,-,-,-,-,-
RECREO-WDM-CM03 ETN1,Shelf0(subrack)-15,17LTX,3(RX1/TX1 PB1 OLT1 QUILPUE PCS),"	-7.7",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.6",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
RECREO-WDM-CM03 ETN1,Shelf0(subrack)-15,17LTX,4(RX2/TX2 PB2 OLT1 QUILPUE PCS),"	-8.1",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.8",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
RECREO-WDM-CM03 ETN1,Shelf0(subrack)-15,17LTX,5(RX3/TX3 PB1 PE RECREO TG 0/1/1/2 TO OLT2 QUILPUE PCS via LV),"	-8.1",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.4",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
RECREO-WDM-CM03 ETN1,Shelf0(subrack)-15,17LTX,6(RX4/TX4 PB2 PE RECREO TG 0/1/1/3 TO OLT2 QUILPUE PCS via LV),"	-8.6",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-4.2",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
RECREO-WDM-CM03 ETN1,Shelf0(subrack)-15,17LTX,7(RX5/TX5 PB1 PE RECREO TG 0/1/1/4 TO OLT3 QUILPUE PCS via LV),"	-6.2",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.8",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
RECREO-WDM-CM03 ETN1,Shelf0(subrack)-15,17LTX,8(RX6/TX6 PB1 PE RECREO TG 0/1/1/5 TO OLT3 QUILPUE PCS via LV),"	-9.2",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.3",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
RECREO-WDM-CM03 ETN1,Shelf0(subrack)-15,17LTX,9(RX7/TX7 PB1 PE RECREO TG 0/5/0/0 TO OLT1 V.ALEMANA via LV),"	-5.6",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.3",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
RECREO-WDM-CM03 ETN1,Shelf0(subrack)-15,17LTX,10(RX8/TX8 PB2 PE RECREO TG 0/5/0/1 TO OLT1 V.ALEMANA via LV),"	-6.8",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-2.7",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
RECREO-WDM-CM03 ETN1,Shelf0(subrack)-15,17LTX,11(RX9/TX9 PB1 PE RECREO TG 0/5/1/4 TO OLT-2 V.ALEMANA via LV),"	-6.6",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.4",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
RECREO-WDM-CM03 ETN1,Shelf0(subrack)-15,17LTX,12(RX10/TX10 PB2 PE RECREO TG 0/5/1/5 TO OLT-2 V.ALEMANA via LV),"	-6.0",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.1",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
RECREO-WDM-CM03 ETN1,Shelf0(subrack)-16,58NS4,1(IN/OUT HACIA LAS VEGAS VIA CORE VALPO),/,"	-6.0",2021-02-16 03:14:51 DST,/,"	-9.0","	-1.0","	-16.0","	-21.0","	-2.0","	-2.0","	-21.0","	-2.0",-,-,/,/,/,/,"	-6.0",0.0,-,-,"	-17.0","	-2.0",-,-
RECREO-WDM-CM03 ETN1,Shelf0(subrack)-17,55TTX,3(RX1/TX1 PE1 RECREO TE 0/3/1/3 PLANO B OLT 3 NUEVA 13 NORTE),"	-5.6","	-5.6",2021-10-22 10:29:15 DST,Normal,"	-8.6","	-0.6","	-12.6","	-16.6",0.5,"	-0.5","	-16.6",0.5,-,-,"	-1.0",/,/,/,"	-9.2",1.5,-,-,-,-,-,-
RECREO-WDM-CM03 ETN1,Shelf0(subrack)-17,55TTX,4(RX2/TX2 PE1 RECREO TE 0/2/1/3 PLANO A OLT NUEVA ARLEGUI),"	-8.2","	-8.1",2021-10-22 10:29:15 DST,Normal,"	-11.1","	-3.1","	-12.6","	-16.6",0.5,"	-0.5","	-16.6",0.5,-,-,"	-3.3",/,/,/,"	-9.2",1.5,-,-,-,-,-,-
RECREO-WDM-CM03 ETN1,Shelf0(subrack)-17,55TTX,5(RX3/TX3 PLANO A OLT VALPARAISO 1 PE1-RECREO Te 0/2/1/0),"	-7.4","	-7.5",2021-10-22 10:29:15 DST,Normal,"	-10.5","	-2.5","	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.1",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
RECREO-WDM-CM03 ETN1,Shelf0(subrack)-17,55TTX,6(RX4/TX4),"	-60.0","	-4.3",2021-10-22 10:29:15 DST,Critical Alert,"	-7.3",0.7,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-2.7",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
RECREO-WDM-CM03 ETN1,Shelf0(subrack)-17,55TTX,7(RX5/TX5 PB OLT REÑACA),"	-3.7","	-3.6",2021-10-22 10:29:15 DST,Normal,"	-6.6",1.4,"	-12.6","	-16.6",0.5,"	-0.5","	-16.6",0.5,-,-,"	-2.8",/,/,/,"	-9.2",1.5,-,-,-,-,-,-
RECREO-WDM-CM03 ETN1,Shelf0(subrack)-17,55TTX,8(RX6/TX6 PA1 PE RAN QUILPUE PCS - P1 CORE RECREO TE0/0/0/4),"	-7.7","	-7.7",2021-10-22 10:29:15 DST,Normal,"	-10.7","	-2.7","	-12.6","	-16.6",0.5,"	-0.5","	-16.6",0.5,-,-,"	-3.3",/,/,/,"	-9.2",1.5,-,-,-,-,-,-
RECREO-WDM-CM03 ETN1,Shelf0(subrack)-17,55TTX,9(RX7/TX7 PA PE RAN VILLA ALEMANA - P1 CORE RECREO TE0/5/0/13),"	-7.6","	-7.6",2021-10-22 10:29:15 DST,Normal,"	-10.6","	-2.6","	-12.6","	-16.6",0.5,"	-0.5","	-16.6",0.5,-,-,"	-3.3",/,/,/,"	-9.2",1.5,-,-,-,-,-,-
RECREO-WDM-CM03 ETN1,Shelf0(subrack)-17,55TTX,10(RX8/TX8 A 1800 RECREO-WDM-U01 ELOM S5 IN2/OUT2),"	-8.7","	-8.8",2021-10-22 10:29:15 DST,Normal,"	-11.8","	-3.8","	-12.6","	-16.6",0.5,"	-0.5","	-16.6",0.5,-,-,"	-3.4",/,/,/,"	-9.2",1.5,-,-,-,-,-,-
RECREO-WDM-CM03 ETN1,Shelf0(subrack)-17,55TTX,11(RX9/TX9 PA OLT CURAUMA A PE COM),"	-5.6","	-5.4",2021-10-22 10:29:15 DST,Normal,"	-8.4","	-0.4","	-12.6","	-16.6",0.5,"	-0.5","	-16.6",0.5,-,-,"	-3.4",/,/,/,"	-9.2",1.5,-,-,-,-,-,-
RECREO-WDM-CM03 ETN1,Shelf0(subrack)-17,55TTX,12(RX10/TX10 PB PE1-RECREO Te 0/2/0/3  TO  OLT V-ALEMANA),"	-60.0",/,/,/,/,/,"	-12.6","	-16.6",0.5,"	-0.5","	-16.6",0.5,-,-,"	-4.1",/,/,/,"	-9.2",1.5,-,-,-,-,-,-
RECREO-WDM-CM03 ETN1,Shelf0(subrack)-18,58NS4,1(IN/OUT HACIA VALPARAISO),/,/,/,/,/,/,"	-16.0","	-21.0","	-2.0","	-2.0","	-21.0","	-2.0",-,-,/,/,/,/,"	-6.0",0.0,-,-,"	-17.0","	-2.0",-,-
QLLTAPCS-WDM-CM03 ETN1,Shelf0(subrack)-1,58NS4,1(IN/OUT A LAS VEGAS),/,/,/,/,/,/,"	-16.0","	-21.0","	-2.0","	-2.0","	-21.0","	-2.0",-,-,/,/,/,/,"	-6.0",0.0,-,-,"	-17.0","	-2.0",-,-
QLLTAPCS-WDM-CM03 ETN1,Shelf0(subrack)-2,53TDX(STND),3(RX1/TX1 PB1 OLT CURAUMA -- 9800 QLLTAPCS-WDM-CM05 ETN2 S11 P1),"	-5.7",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-2.6",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
QLLTAPCS-WDM-CM03 ETN1,Shelf0(subrack)-2,53TDX(STND),4(RX2/TX2 PB2 OLT CURAUMA -- 9800 QLLTAPCS-WDM-CM05 ETN2 S11 P2),"	-5.1",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-2.8",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
QLLTAPCS-WDM-CM03 ETN1,Shelf0(subrack)-16,53TDX(STND),3(RX1/TX1 PA2 PE-RAN-8KM14-HIGUERAS),/,/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,/,/,/,/,"	-7.0",0.0,-,-,-,-,-,-
QLLTAPCS-WDM-CM03 ETN1,Shelf0(subrack)-16,53TDX(STND),4(RX2/TX2 RESERVADO PE RAN),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QLLTAPCS-WDM-CM03 ETN1,Shelf0(subrack)-17,53TDX(STND),3(RX1/TX1 PA1 PE-RAN-8KM14-VENTANAS),/,/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,/,/,/,/,"	-7.0",0.0,-,-,-,-,-,-
QLLTAPCS-WDM-CM03 ETN1,Shelf0(subrack)-17,53TDX(STND),4(RX2/TX2 PA1 PE-RAN-8KM14-HIGUERAS),"	-5.5",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-2.4",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
QLLTAPCS-WDM-CM03 ETN1,Shelf0(subrack)-18,58NS4,1(IN/OUT A VILLA ALEMANA),/,"	-5.8",2021-02-16 05:16:22 DST,/,"	-8.8","	-0.8","	-16.0","	-21.0","	-2.0","	-2.0","	-21.0","	-2.0",-,-,/,/,/,/,"	-6.0",0.0,-,-,"	-17.0","	-2.0",-,-
VALPO-WDM-CM03 OTN1,Shelf0(To Nueva 13 Norte)-3,12M40,1(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
VALPO-WDM-CM03 OTN1,Shelf0(To Nueva 13 Norte)-6,11AST2,1(RM1/TM1 A Norte 13),/,"	-11.0",2020-01-21 13:37:19 DST,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VALPO-WDM-CM03 OTN1,Shelf0(To Nueva 13 Norte)-6,11AST2,2(RM2/TM2 A Recreo),/,"	-11.8",2020-01-21 13:37:19 DST,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VALPO-WDM-CM03 OTN1,Shelf0(To Nueva 13 Norte)-7,15WSMD9,1(IN/OUT),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
VALPO-WDM-CM03 OTN1,Shelf0(To Nueva 13 Norte)-13,13OAU1,1(IN),/,/,/,/,/,/,/,/,/,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VALPO-WDM-CM03 OTN1,Shelf0(To Nueva 13 Norte)-13,13OAU1,2(PAOUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
VALPO-WDM-CM03 OTN1,Shelf0(To Nueva 13 Norte)-13,13OAU1,3(BAIN),/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VALPO-WDM-CM03 OTN1,Shelf0(To Nueva 13 Norte)-13,13OAU1,4(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
VALPO-WDM-CM03 OTN1,Shelf0(To Nueva 13 Norte)-14,13OBU1,1(IN),/,/,/,/,/,/,/,-,-,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VALPO-WDM-CM03 OTN1,Shelf0(To Nueva 13 Norte)-14,13OBU1,2(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
VALPO-WDM-CM03 OTN1,Shelf0(To Nueva 13 Norte)-15,12D40,1(IN),/,/,/,/,/,/,/,-,-,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VALPO-WDM-CM03 OTN1,Shelf1(To Recreo)-2,15WSMD9,1(IN/OUT),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
VALPO-WDM-CM03 OTN1,Shelf1(To Recreo)-16,13OAU1,1(IN),/,/,/,/,/,/,/,/,/,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VALPO-WDM-CM03 OTN1,Shelf1(To Recreo)-16,13OAU1,2(PAOUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
VALPO-WDM-CM03 OTN1,Shelf1(To Recreo)-16,13OAU1,3(BAIN),/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VALPO-WDM-CM03 OTN1,Shelf1(To Recreo)-16,13OAU1,4(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
VALPO-WDM-CM03 OTN1,Shelf2(Dimension Local)-1,12M40,1(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
VALPO-WDM-CM03 OTN1,Shelf2(Dimension Local)-3,13OBU1,1(IN),/,/,/,/,/,/,/,-,-,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VALPO-WDM-CM03 OTN1,Shelf2(Dimension Local)-3,13OBU1,2(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
VALPO-WDM-CM03 OTN1,Shelf2(Dimension Local)-4,15WSMD9,1(IN/OUT),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
VALPO-WDM-CM03 OTN1,Shelf2(Dimension Local)-14,13OBU1,1(IN),/,/,/,/,/,/,/,-,-,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VALPO-WDM-CM03 OTN1,Shelf2(Dimension Local)-14,13OBU1,2(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
VALPO-WDM-CM03 OTN1,Shelf2(Dimension Local)-15,12D40,1(IN),/,/,/,/,/,/,/,-,-,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-1,58NS4,1(IN/OUT HACIA RECREO),"	-5.9",/,/,/,/,/,"	-16.0","	-21.0","	-2.0","	-2.0","	-21.0","	-2.0",-,-,"	-2.8",/,/,/,"	-6.0",0.0,-,-,"	-17.0","	-2.0",-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-2,55TTX,3(RX1/TX1),/,/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,/,/,/,/,"	-7.0",0.0,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-2,55TTX,4(RX2/TX2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-2,55TTX,5(RX3/TX3 PLANO A OLT-VALPARAISO-1 0/17/1 BE54),"	-5.6","	-5.7",2022-04-19 18:05:45,Normal,"	-8.7","	-0.7","	-12.6","	-16.6",0.5,"	-0.5","	-16.6",0.5,-,-,"	-3.3",/,/,/,"	-9.2",1.5,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-2,55TTX,6(RX4/TX4),/,"	-6.3",2022-04-19 18:05:45,/,"	-9.3","	-1.3","	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,/,/,/,/,"	-7.0",0.0,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-2,55TTX,7(RX5/TX5 PB1 OLT NVA 13 NORTE),/,/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,/,/,/,/,"	-7.0",0.0,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-2,55TTX,8(RX6/TX6 PB2 OLT NVA 13 NORTE),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-2,55TTX,9(RX7/TX7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-2,55TTX,10(RX8/TX8 PA2 OLT CURAUMA -- OSN 1800 VALPO-WDM-R02 S2 LDX P2),"	-6.3","	-6.4",2022-04-19 18:05:45,Normal,"	-9.4","	-1.4","	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.4",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-2,55TTX,11(RX9/TX9 PA1 OLT CURAUMA -- OSN 1800 VALPO-WDM-R02 S2 LDX P1),"	-6.5","	-6.6",2022-04-19 18:05:45,Normal,"	-9.6","	-1.6","	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.3",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-2,55TTX,12(RX10/TX10 RESERVA ATN CURAUMA 5G),"	-6.3","	-6.3",2022-04-19 18:05:45,Normal,"	-9.3","	-1.3","	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.7",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-3,54TOA(STND),3(RX1/TX1 PB1 PE RAN VILLA ALEMANA --- P2 CORE VALPO GE 0/1/2/2),"	-8.8",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-3,54TOA(STND),4(RX2/TX2 PB2 PE RAN VILLA ALEMANA --- P2 CORE VALPO GE 0/1/2/3),"	-8.1",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-5.9",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-3,54TOA(STND),5(RX3/TX3 PB3 PE RAN VILLA ALEMANA --- P2 CORE VALPO GE 0/1/2/4),"	-9.2",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-5.9",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-3,54TOA(STND),6(RX4/TX4 PB4 PE RAN VILLA ALEMANA --- P2 CORE VALPO GE 0/1/4/3),"	-8.9",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-5.9",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-3,54TOA(STND),7(RX5/TX5),/,/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,/,/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-3,54TOA(STND),8(RX6/TX6),/,/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,/,/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-3,54TOA(STND),9(RX7/TX7),/,/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,/,/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-3,54TOA(STND),10(RX8/TX8),/,/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,/,/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-14,54TOA(STND),3(RX1/TX1 PA5 PE RAN QUILPUE PCS PE1 PCS VALPO 2/10),"	-7.8","	-7.8",2020-05-29 01:26:57,Normal,"	-10.8","	-2.8","	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-14,54TOA(STND),4(RX2/TX2 PA6 PE RAN QUILPUE PCS PE1 PCS VALPO 2/9),"	-7.6","	-7.5",2020-05-29 01:26:57,Normal,"	-10.5","	-2.5","	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.3",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-14,54TOA(STND),5(RX3/TX3 PA7 PE RAN QUILPUE PCS PE1 PCS VALPO 2/8),"	-7.8","	-7.8",2020-05-29 01:16:05,Normal,"	-10.8","	-2.8","	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.1",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-14,54TOA(STND),6(RX4/TX4 PA8 PE RAN QUILPUE PCS PE1 PCS VALPO 2/7),"	-7.5","	-7.7",2020-05-29 01:17:12,Normal,"	-10.7","	-2.7","	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.1",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-14,54TOA(STND),7(RX5/TX5 PB5 PE RAN VILLA ALEMANA --- P2 CORE VALPO GE 0/1/4/4),"	-9.4","	-9.6",2021-03-03 02:35:11 DST,Normal,"	-11.1","	-3.1","	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.3",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-14,54TOA(STND),8(RX6/TX6 PB6 PE RAN VILLA ALEMANA --- P2 CORE VALPO GE 0/1/4/5),"	-8.2","	-8.4",2021-03-03 02:35:11 DST,Normal,"	-10.1","	-2.1","	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-14,54TOA(STND),9(RX7/TX7 PB7 PE RAN VILLA ALEMANA --- P2 CORE VALPO GE 0/1/4/6),"	-8.0","	-7.8",2020-05-29 01:17:12,Normal,"	-10.8","	-2.8","	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.3",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-14,54TOA(STND),10(RX8/TX8 PB8 PE RAN VILLA ALEMANA --- P2 CORE VALPO GE 0/1/4/7),"	-7.7","	-7.5",2020-05-29 01:17:12,Normal,"	-10.5","	-2.5","	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.1",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-15,54TOA(STND),3(RX1/TX1 PB1 PE RAN AGUA SANTA - P2 CORE CRS VALPO GE 0/0/1/3),"	-8.2",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.5",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-15,54TOA(STND),4(RX2/TX2 PB2 PE RAN AGUA SANTA - P2 CORE CRS VALPO GE 0/1/1/3),"	-8.8",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-5.7",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-15,54TOA(STND),5(RX3/TX3 PB3 PE RAN AGUA SANTA - P2 CORE CRS VALPO GE 0/1/3/5),"	-7.1",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.5",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-15,54TOA(STND),6(RX4/TX4 PB4 PE RAN AGUA SANTA - P2 CORE CRS VALPO GE 0/1/3/6),"	-7.7",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.2",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
VALPO-WDM-CM03 ENT1,Shelf0(subrack)-15,54TOA(STND),7(RX5/TX5 PB1 PE RAN ACHUPALLAS - P2 CORE CRS VALPO GE 0/1/2/5),"	-8.3",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-6.2",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
